"filename","filetype","order","saturation","sat.granularity","timeAvg","timeSd","solvedCount","profile.x","span.x","statespace.states","Unnamed..0","Unnamed..0.1","type","status","status.spec","regroup.strategy","regroup.time","bandwidth","profile.y","span.y","average.wavefront","RMS.wavefront","state.vector.length","groups","group.checks","next.state.calls","reachability.time","statespace.nodes","group.next","group.explored.nodes","group.explored.vectors","time","memory","peak.nodes","LDDop.union","LDDop.minus","LDDop.relProd","LDDop.satCount","LDDop.satCountL","LDDop.zip","LDDop.relProdUnion","LDDop.projectMinus","Unnamed..36","timeBest","memBest","timeMark","memMark"
"SmallOperatingSystem-MT0128DC0032","pnml","chain","sat",5,24.939,1.41945568597419,10,432,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.939,,1,
"SwimmingPool-1","pnml","chain","sat",5,0.305,0.0427525177946022,10,351,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,,1,
"SwimmingPool-2","pnml","chain","sat",5,1.8,0.0865383665716478,10,351,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,1,
"SwimmingPool-3","pnml","chain","sat",5,5.565,0.303470664882859,10,351,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.565,,1,
"SwimmingPool-4","pnml","chain","sat",5,14.536,0.752288360788453,10,351,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.536,,1,
"tcp10","pnml","chain","sat",5,36.142,1.71359790434564,10,5922,7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.142,,1,
"tcp5","pnml","chain","sat",5,1.442,0.0677905270340595,10,5922,7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.442,,1,
"TokenRing-10-unfolded","pnml","chain","sat",5,3.181,0.177916959406473,10,3183795,3613035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.181,,1,
"TokenRing-5-unfolded","pnml","chain","sat",5,0.1,0.019436506316151,10,97868,112214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,1,
"trg_1-20-0","pnml","chain","sat",5,1.635,0.127649694259111,10,1223,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635,,1,
"trg_1-50-0","pnml","chain","sat",5,16.7777777777778,0.800621286529683,9,1223,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7777777777778,,1,
"unf-8x8-4stageSEN-01","pnml","chain","sat",5,22.8988888888889,1.22293135993445,9,3421979,3601116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8988888888889,,1,
